203,-4.0958,2.8679,0.88159
204,-4.217,2.6865,-0.88159
205,-4.3301,2.5,-2.4735
206,-4.4351,2.3087,-3.5848
207,-4.5315,2.1131,-3.9995
208,-4.6194,1.9134,-3.6372
209,-4.6985,1.7101,-3.9995
210,-4.7686,1.5035,-3.5848
211,-4.8296,1.2941,-2.4735
212,-4.8815,1.0822,-0.88159
213,-4.924,0.86824,0.88159
214,-4.9572,0.65263,2.4735
215,-4.981,0.43578,3.5848
216,-4.9952,0.2181,3.9995
217,-5,1.3935e-14,3.6372
218,-4.9952,-0.2181,3.9995
219,-4.981,-0.43578,3.5848
220,-4.9572,-0.65263,2.4735
221,-4.924,-0.86824,0.88159
222,-4.8815,-1.0822,-0.88159
223,-4.8296,-1.2941,-2.4735
224,-4.7686,-1.5035,-3.5848
225,-4.6985,-1.7101,-3.9995
226,-4.6194,-1.9134,-3.6372
227,-4.5315,-2.1131,-3.9995
228,-4.4351,-2.3087,-3.5848
229,-4.3301,-2.5,-2.4735
230,-4.217,-2.6865,-0.88159
231,-4.0958,-2.8679,0.88159
232,-3.9668,-3.0438,2.4735
233,-3.8302,-3.2139,3.5848
234,-3.6864,-3.378,3.9995
235,-3.5355,-3.5355,3.6372
236,-3.378,-3.6864,3.9995
237,-3.2139,-3.8302,3.5848
238,-3.0438,-3.9668,2.4735
239,-2.8679,-4.0958,0.88159
240,-2.6865,-4.217,-0.88159
241,-2.5,-4.3301,-2.4735
242,-2.3087,-4.4351,-3.5848
243,-2.1131,-4.5315,-3.9995
244,-1.9134,-4.6194,-3.6372
245,-1.7101,-4.6985,-3.9995
246,-1.5035,-4.7686,-3.5848
247,-1.2941,-4.8296,-2.4735
248,-1.0822,-4.8815,-0.88159
249,-0.86824,-4.924,0.88159
250,-0.65263,-4.9572,2.4735
251,-0.43578,-4.981,3.5848
252,-0.2181,-4.9952,3.9995
253,-2.3123e-14,-5,3.6372
254,0.2181,-4.9952,3.9995
255,0.43578,-4.981,3.5848
256,0.65263,-4.9572,2.4735
257,0.86824,-4.924,0.88159
258,1.0822,-4.8815,-0.88159
259,1.2941,-4.8296,-2.4735
260,1.5035,-4.7686,-3.5848
261,1.7101,-4.6985,-3.9995
262,1.9134,-4.6194,-3.6372
263,2.1131,-4.5315,-3.9995
264,2.3087,-4.4351,-3.5848
265,2.5,-4.3301,-2.4735
266,2.6865,-4.217,-0.88159
267,2.8679,-4.0958,0.88159
268,3.0438,-3.9668,2.4735
269,3.2139,-3.8302,3.5848
270,3.378,-3.6864,3.9995
271,3.5355,-3.5355,3.6372
272,3.6864,-3.378,3.9995
273,3.8302,-3.2139,3.5848
274,3.9668,-3.0438,2.4735
275,4.0958,-2.8679,0.88159
276,4.217,-2.6865,-0.88159
277,4.3301,-2.5,-2.4735
278,4.4351,-2.3087,-3.5848
279,4.5315,-2.1131,-3.9995
280,4.6194,-1.9134,-3.6372
281,4.6985,-1.7101,-3.9995
282,4.7686,-1.5035,-3.5848
283,4.8296,-1.2941,-2.4735
284,4.8815,-1.0822,-0.88159
285,4.924,-0.86824,0.88159
286,4.9572,-0.65263,2.4735
287,4.981,-0.43578,3.5848
288,4.9952,-0.2181,3.9995
