1,10,0,-2.1612
2,9.9905,0.43619,-3.3984
3,9.9619,0.87156,-3.9753
4,9.9144,1.3053,-3.7798
5,9.8481,1.7365,-2.8499
6,9.763,2.1644,-1.3662
7,9.6593,2.5882,0.38289
8,9.5372,3.0071,2.0576
9,9.3969,3.4202,3.3326
10,9.2388,3.8268,3.96
11,9.0631,4.2262,3.3326
12,8.8701,4.6175,2.0576
13,8.6603,5,0.38289
14,8.4339,5.373,-1.3662
15,8.1915,5.7358,-2.8499
16,7.9335,6.0876,-3.7798
17,7.6604,6.4279,-3.9753
18,7.3728,6.7559,-3.3984
19,7.0711,7.0711,-2.1612
20,6.7559,7.3728,-3.3984
21,6.4279,7.6604,-3.9753
22,6.0876,7.9335,-3.7798
23,5.7358,8.1915,-2.8499
24,5.373,8.4339,-1.3662
25,5,8.6603,0.38289
26,4.6175,8.8701,2.0576
27,4.2262,9.0631,3.3326
28,3.8268,9.2388,3.96
29,3.4202,9.3969,3.3326
30,3.0071,9.5372,2.0576
31,2.5882,9.6593,0.38289
32,2.1644,9.763,-1.3662
33,1.7365,9.8481,-2.8499
34,1.3053,9.9144,-3.7798
35,0.87156,9.9619,-3.9753
36,0.43619,9.9905,-3.3984
37,1.1715e-14,10,-2.1612
38,-0.43619,9.9905,-3.3984
39,-0.87156,9.9619,-3.9753
40,-1.3053,9.9144,-3.7798
41,-1.7365,9.8481,-2.8499
42,-2.1644,9.763,-1.3662
43,-2.5882,9.6593,0.38289
44,-3.0071,9.5372,2.0576
45,-3.4202,9.3969,3.3326
46,-3.8268,9.2388,3.96
47,-4.2262,9.0631,3.3326
48,-4.6175,8.8701,2.0576
49,-5,8.6603,0.38289
50,-5.373,8.4339,-1.3662
51,-5.7358,8.1915,-2.8499
52,-6.0876,7.9335,-3.7798
53,-6.4279,7.6604,-3.9753
54,-6.7559,7.3728,-3.3984
55,-7.0711,7.0711,-2.1612
56,-7.3728,6.7559,-3.3984
57,-7.6604,6.4279,-3.9753
58,-7.9335,6.0876,-3.7798
59,-8.1915,5.7358,-2.8499
60,-8.4339,5.373,-1.3662
61,-8.6603,5,0.38289
62,-8.8701,4.6175,2.0576
63,-9.0631,4.2262,3.3326
64,-9.2388,3.8268,3.96
65,-9.3969,3.4202,3.3326
66,-9.5372,3.0071,2.0576
67,-9.6593,2.5882,0.38289
68,-9.763,2.1644,-1.3662
69,-9.8481,1.7365,-2.8499
70,-9.9144,1.3053,-3.7798
71,-9.9619,0.87156,-3.9753
72,-9.9905,0.43619,-3.3984
73,-10,2.787e-14,-2.1612
74,-9.9905,-0.43619,-3.3984
75,-9.9619,-0.87156,-3.9753
76,-9.9144,-1.3053,-3.7798
77,-9.8481,-1.7365,-2.8499
78,-9.763,-2.1644,-1.3662
79,-9.6593,-2.5882,0.38289
80,-9.5372,-3.0071,2.0576
81,-9.3969,-3.4202,3.3326
82,-9.2388,-3.8268,3.96
83,-9.0631,-4.2262,3.3326
84,-8.8701,-4.6175,2.0576
85,-8.6603,-5,0.38289
86,-8.4339,-5.373,-1.3662
87,-8.1915,-5.7358,-2.8499
88,-7.9335,-6.0876,-3.7798
89,-7.6604,-6.4279,-3.9753
90,-7.3728,-6.7559,-3.3984
91,-7.0711,-7.0711,-2.1612
92,-6.7559,-7.3728,-3.3984
93,-6.4279,-7.6604,-3.9753
94,-6.0876,-7.9335,-3.7798
95,-5.7358,-8.1915,-2.8499
96,-5.373,-8.4339,-1.3662
97,-5,-8.6603,0.38289
98,-4.6175,-8.8701,2.0576
99,-4.2262,-9.0631,3.3326
100,-3.8268,-9.2388,3.96
101,-3.4202,-9.3969,3.3326
102,-3.0071,-9.5372,2.0576
103,-2.5882,-9.6593,0.38289
104,-2.1644,-9.763,-1.3662
105,-1.7365,-9.8481,-2.8499
106,-1.3053,-9.9144,-3.7798
107,-0.87156,-9.9619,-3.9753
108,-0.43619,-9.9905,-3.3984
109,-4.6246e-14,-10,-2.1612
110,0.43619,-9.9905,-3.3984
111,0.87156,-9.9619,-3.9753
112,1.3053,-9.9144,-3.7798
113,1.7365,-9.8481,-2.8499
114,2.1644,-9.763,-1.3662
115,2.5882,-9.6593,0.38289
116,3.0071,-9.5372,2.0576
117,3.4202,-9.3969,3.3326
118,3.8268,-9.2388,3.96
119,4.2262,-9.0631,3.3326
120,4.6175,-8.8701,2.0576
121,5,-8.6603,0.38289
122,5.373,-8.4339,-1.3662
123,5.7358,-8.1915,-2.8499
124,6.0876,-7.9335,-3.7798
125,6.4279,-7.6604,-3.9753
126,6.7559,-7.3728,-3.3984
127,7.0711,-7.0711,-2.1612
128,7.3728,-6.7559,-3.3984
129,7.6604,-6.4279,-3.9753
130,7.9335,-6.0876,-3.7798
131,8.1915,-5.7358,-2.8499
132,8.4339,-5.373,-1.3662
133,8.6603,-5,0.38289
134,8.8701,-4.6175,2.0576
135,9.0631,-4.2262,3.3326
136,9.2388,-3.8268,3.96
137,9.3969,-3.4202,3.3326
138,9.5372,-3.0071,2.0576
139,9.6593,-2.5882,0.38289
140,9.763,-2.1644,-1.3662
141,9.8481,-1.7365,-2.8499
142,9.9144,-1.3053,-3.7798
143,9.9619,-0.87156,-3.9753
144,9.9905,-0.43619,-3.3984
145,5,0,3.6372
146,4.9952,0.2181,3.9995
147,4.981,0.43578,3.5848
148,4.9572,0.65263,2.4735
149,4.924,0.86824,0.88159
150,4.8815,1.0822,-0.88159
151,4.8296,1.2941,-2.4735
152,4.7686,1.5035,-3.5848
153,4.6985,1.7101,-3.9995
154,4.6194,1.9134,-3.6372
155,4.5315,2.1131,-3.9995
156,4.4351,2.3087,-3.5848
157,4.3301,2.5,-2.4735
158,4.217,2.6865,-0.88159
159,4.0958,2.8679,0.88159
160,3.9668,3.0438,2.4735
161,3.8302,3.2139,3.5848
162,3.6864,3.378,3.9995
163,3.5355,3.5355,3.6372
164,3.378,3.6864,3.9995
165,3.2139,3.8302,3.5848
166,3.0438,3.9668,2.4735
167,2.8679,4.0958,0.88159
168,2.6865,4.217,-0.88159
169,2.5,4.3301,-2.4735
170,2.3087,4.4351,-3.5848
171,2.1131,4.5315,-3.9995
172,1.9134,4.6194,-3.6372
173,1.7101,4.6985,-3.9995
174,1.5035,4.7686,-3.5848
175,1.2941,4.8296,-2.4735
176,1.0822,4.8815,-0.88159
177,0.86824,4.924,0.88159
178,0.65263,4.9572,2.4735
179,0.43578,4.981,3.5848
180,0.2181,4.9952,3.9995
181,5.8573e-15,5,3.6372
182,-0.2181,4.9952,3.9995
183,-0.43578,4.981,3.5848
184,-0.65263,4.9572,2.4735
185,-0.86824,4.924,0.88159
186,-1.0822,4.8815,-0.88159
187,-1.2941,4.8296,-2.4735
188,-1.5035,4.7686,-3.5848
189,-1.7101,4.6985,-3.9995
190,-1.9134,4.6194,-3.6372
191,-2.1131,4.5315,-3.9995
192,-2.3087,4.4351,-3.5848
193,-2.5,4.3301,-2.4735
194,-2.6865,4.217,-0.88159
195,-2.8679,4.0958,0.88159
196,-3.0438,3.9668,2.4735
197,-3.2139,3.8302,3.5848
198,-3.378,3.6864,3.9995
199,-3.5355,3.5355,3.6372
200,-3.6864,3.378,3.9995
201,-3.8302,3.2139,3.5848
202,-3.9668,3.0438,2.4735
