1,-3.9395,1.1816
2,-0.93523,1.2996
3,-1.5754,-0.25601
4,-3.7302,1.7188
5,-3.3229,-4.3776
6,-3.8703,1.3622
7,-0.75073,2.5
8,-1.9409,9.6226
9,-1.7443,9.6582
10,-1.5476,9.6938
11,-2.1375,9.587
12,-1.3514,9.7291
13,-2.3155,9.5457
14,-1.1702,9.7524
15,-2.5072,9.491
16,-0.97097,9.7682
17,-2.6993,9.4359
18,-0.77177,9.7841
19,-2.8914,9.3809
20,-0.57257,9.7999
21,-3.0835,9.3258
22,-0.37375,9.8154
23,-3.2566,9.267
24,-0.19115,9.8205
25,-3.4418,9.1935
26,0.0086369,9.8164
27,-3.6275,9.1195
28,0.20842,9.8122
29,-3.8131,9.0455
30,0.40821,9.8081
31,-3.9987,8.9715
32,0.60762,9.8037
33,-4.1651,8.8957
34,0.78979,9.7906
35,-4.3421,8.8041
36,0.98816,9.7665
37,-4.5194,8.712
38,1.1865,9.7425
39,-4.6967,8.6198
40,1.3849,9.7184
41,-4.874,8.5277
42,1.5829,9.6942
43,-5.032,8.4357
44,1.7628,9.663
45,-5.1989,8.3269
46,1.9578,9.6192
47,-5.3662,8.2175
48,2.1528,9.5754
49,-5.5334,8.1081
50,2.3478,9.5317
51,-5.7006,7.9988
52,2.5424,9.4878
53,-5.8487,7.8914
54,2.7183,9.4388
55,-6.0039,7.7665
56,2.9079,9.3758
57,-6.1594,7.641
58,3.0976,9.3128
59,-6.3149,7.5155
60,3.2872,9.2498
61,-6.4704,7.39
62,3.4766,9.1867
63,-6.607,7.2684
64,3.6466,9.1205
65,-6.749,7.1287
66,3.829,9.0388
67,-6.8911,6.9882
68,4.0114,8.9572
69,-7.0333,6.8478
70,4.1938,8.8756
71,-7.1755,6.7074
72,4.376,8.794
73,-7.2994,6.5727
74,4.5386,8.7111
75,-7.4267,6.4196
76,4.7119,8.6116
77,-7.5541,6.2657
78,4.8852,8.5122
79,-7.6815,6.1118
80,5.0586,8.4128
81,-7.809,5.9579
82,5.2317,8.3134
83,-7.9189,5.8115
84,5.3852,8.2147
85,-8.0302,5.6465
86,5.5477,8.0985
87,-8.1416,5.4806
88,5.7103,7.9822
89,-8.2531,5.3147
90,5.8728,7.866
91,-8.3645,5.1489
92,6.0352,7.7498
93,-8.4593,4.9922
94,6.1781,7.6363
95,-8.5536,4.817
96,6.3282,7.5045
97,-8.6479,4.6408
98,6.4783,7.3726
99,-8.7422,4.4646
100,6.6284,7.2407
101,-8.8366,4.2885
102,6.7785,7.1088
103,-8.9152,4.1231
104,6.9093,6.9817
105,-8.9916,3.9394
106,7.0455,6.8355
107,-9.0678,3.7547
108,7.1817,6.6893
109,-9.1441,3.57
110,7.3179,6.5431
111,-9.2204,3.3853
112,7.454,6.3969
113,-9.2822,3.2129
114,7.5715,6.2574
115,-9.3398,3.0225
116,7.6924,6.0984
117,-9.3973,2.8311
118,7.8133,5.9393
119,-9.4547,2.6397
120,7.9343,5.7802
121,-9.5122,2.4483
122,8.0552,5.6211
123,-9.5565,2.2706
124,8.1581,5.4707
125,-9.5948,2.0754
126,8.2626,5.3003
127,-9.6329,1.8792
128,8.367,5.1299
129,-9.6709,1.683
130,8.4715,4.9596
131,-9.709,1.4869
132,8.5759,4.7892
133,-9.7353,1.3056
134,8.6633,4.6292
135,-9.754,1.1076
136,8.7502,4.4493
137,-9.7723,0.90857
138,8.8372,4.2694
139,-9.7906,0.70958
140,8.9241,4.0895
141,-9.8089,0.51059
142,9.011,3.9095
143,-9.817,0.32752
144,9.082,3.7416
145,-9.8159,0.12869
146,9.1506,3.554
147,-9.8142,-0.07113
148,9.2191,3.3662
149,-9.8125,-0.27095
150,9.2876,3.1785
151,-9.8108,-0.47077
152,9.3561,2.9908
153,-9.8007,-0.65378
154,9.4101,2.8166
155,-9.7797,-0.85147
156,9.4596,2.6231
157,-9.7581,-1.0501
158,9.509,2.4295
159,-9.7365,-1.2488
160,9.5584,2.2359
161,-9.7149,-1.4474
162,9.6079,2.0423
163,-9.6865,-1.6286
164,9.6442,1.8635
165,-9.646,-1.8231
166,9.6741,1.6661
167,-9.6046,-2.0186
168,9.704,1.4685
169,-9.5633,-2.2141
170,9.7338,1.2709
171,-9.5219,-2.4096
172,9.7594,1.0736
173,-9.4757,-2.5871
174,9.7797,0.87798
175,-9.4159,-2.7766
176,9.7993,0.68643
177,-9.3552,-2.967
178,9.8034,0.48261
179,-9.2946,-3.1574
180,9.8129,0.26628
181,-9.2339,-3.3478
182,-9.1702,-3.5198
183,-9.0918,-3.7023
184,-9.0125,-3.8857
185,9.4927,0.18243
186,-8.9331,-4.0691
187,9.2991,0.1791
188,-8.8538,-4.2525
189,9.1001,0.17328
190,-8.7732,-4.4173
191,8.9001,0.1733
192,-8.677,-4.5911
193,8.7001,0.17332
194,-8.5797,-4.7657
195,8.5002,0.17334
196,-8.4825,-4.9402
197,8.3002,0.17336
198,-8.3852,-5.1148
199,8.1002,0.17338
200,-8.2886,-5.2707
201,7.9002,0.1734
202,-8.1756,-5.4341
203,7.7002,0.17342
204,-8.0614,-5.598
205,7.5003,0.17344
206,-7.9471,-5.762
207,7.3003,0.17346
208,-7.8329,-5.926
209,7.1003,0.17348
210,-7.7212,-6.0716
211,6.9003,0.1735
212,-7.5925,-6.2228
213,6.7003,0.17352
214,-7.4625,-6.3745
215,6.5004,0.17354
216,-7.3325,-6.5263
217,6.3004,0.17356
218,-7.2025,-6.678
219,6.1004,0.17358
220,-7.0768,-6.8118
221,5.9004,0.1736
222,-6.9337,-6.9494
223,5.7004,0.17362
224,-6.7891,-7.0874
225,5.5005,0.17364
226,-6.6446,-7.2254
227,5.3005,0.17366
228,-6.5001,-7.3634
229,5.1005,0.17368
230,-6.3617,-7.484
231,4.9005,0.1737
232,-6.2056,-7.6066
233,4.7005,0.17372
234,-6.048,-7.7295
235,4.5006,0.17374
236,-5.8904,-7.8524
237,4.3006,0.17376
238,-5.7329,-7.9753
239,4.1006,0.17378
240,-5.5831,-8.0815
241,3.9006,0.1738
242,-5.4156,-8.1879
243,3.7006,0.17382
244,-5.2465,-8.2944
245,3.5007,0.17384
246,-5.0775,-8.401
247,3.3007,0.17386
248,-4.9084,-8.5075
249,3.1007,0.17388
250,-4.7487,-8.5983
251,2.9007,0.1739
252,-4.5715,-8.6874
253,2.7007,0.17392
254,-4.3926,-8.7766
255,2.5008,0.17394
256,-4.2138,-8.8657
257,2.3008,0.17396
258,-4.0349,-8.9549
259,2.1008,0.17398
260,-3.867,-9.0292
261,1.9008,0.174
262,-3.6817,-9.1003
263,1.7008,0.17402
264,-3.4949,-9.1711
265,1.5009,0.17404
266,-3.308,-9.242
267,1.3009,0.17406
268,-3.1212,-9.3128
269,1.1009,0.17408
270,-2.9466,-9.3701
271,0.90093,0.1741
272,-2.7553,-9.4223
273,0.70095,0.17412
274,-2.5623,-9.4741
275,0.50097,0.17414
276,-2.3693,-9.5259
277,0.30099,0.17416
278,-2.1763,-9.5778
279,0.098145,0.17233
280,-1.9968,-9.6173
281,-0.05078,-0.19216
282,-1.8013,-9.6502
283,0.090615,-0.33358
284,-1.6041,-9.6825
285,0.23201,-0.475
286,-1.4069,-9.7148
287,0.3734,-0.61642
