1,7.0706,-7.07,-0.0033146
2,6.9292,-6.9286,-0.0034745
3,6.7878,-6.7872,-0.0036345
4,6.6464,-6.6458,-0.0037945
5,6.505,-6.5043,-0.0039545
6,6.3636,-6.3629,-0.0041145
7,6.2223,-6.2215,-0.0042745
8,6.0809,-6.0801,-0.0044344
9,5.9395,-5.9387,-0.0045944
10,5.7981,-5.7972,-0.0047544
11,5.6567,-5.6558,-0.0049144
12,5.5153,-5.5144,-0.0050744
13,5.3739,-5.373,-0.0052344
14,5.2325,-5.2316,-0.0053943
15,5.0911,-5.0901,-0.0055543
16,4.9497,-4.9487,-0.0057143
17,4.8083,-4.8073,-0.0058743
18,4.6669,-4.6659,-0.0060343
19,4.5255,-4.5245,-0.0061943
20,4.3842,-4.383,-0.0063542
21,4.2428,-4.2416,-0.0065142
22,4.1014,-4.1002,-0.0066742
23,3.96,-3.9588,-0.0068342
24,3.8186,-3.8174,-0.0069942
25,3.6772,-3.6759,-0.0071541
26,3.5358,-3.5345,-0.0073141
27,3.3944,-3.3931,-0.0074741
28,3.253,-3.2517,-0.0076341
29,3.1116,-3.1103,-0.0077941
30,2.9702,-2.9688,-0.0079541
31,2.8288,-2.8274,-0.008114
32,2.6875,-2.686,-0.008274
33,2.5461,-2.5446,-0.008434
34,2.4047,-2.4031,-0.008594
35,2.2633,-2.2617,-0.008754
36,2.1219,-2.1203,-0.008914
37,1.9805,-1.9789,-0.0090739
38,1.8391,-1.8375,-0.0092339
39,1.6977,-1.696,-0.0093939
40,1.5563,-1.5546,-0.0095539
41,1.4149,-1.4132,-0.0097138
42,1.2735,-1.2718,-0.0098738
43,1.1321,-1.1304,-0.010034
44,0.99075,-0.98894,-0.010194
45,0.84935,-0.84752,-0.010354
46,0.70796,-0.7061,-0.010514
47,0.56657,-0.56468,-0.010673
48,0.42518,-0.42326,-0.010833
49,0.28378,-0.28184,-0.010992
50,0.14239,-0.14042,-0.011148
51,0.001,0.001,-3.4638e-19
52,10,0,-4.8986e-15
53,9.995,0.19984,-1.592
54,9.99,0.39967,-3.144
55,9.98,0.59926,-4.615
56,9.965,0.7986,-5.9682
57,9.9501,0.99794,-7.1714
58,9.9252,1.1963,-8.1872
59,9.9002,1.3946,-8.9973
60,9.8704,1.5922,-9.5767
61,9.8356,1.7891,-9.9109
62,9.8008,1.9859,-9.9959
63,9.7562,2.1808,-9.8199
64,9.7116,2.3756,-9.3971
65,9.6622,2.5693,-8.7337
66,9.608,2.7617,-7.8462
67,9.5537,2.9541,-6.7616
